Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
O88593	PGRP1_MOUSE	Pglyrp1	Peptidoglycan recognition protein 1	1	1	346980			249894			165205												81176.3	
O88597	BECN1_MOUSE	Becn1	Beclin-1	16	16	8.24445e+06	2.47335e+06	3.19933e+06	2.57768e+06	1.43808e+06	890737	4.37272e+06	5.6135e+06	627897	885390	804286	792541	539336	843002	409146		325964	389987	969436	670120
O88602	CCG2_MOUSE	Cacng2	Voltage-dependent calcium channel gamma-2 subunit	12	12	6.46047e+07	2.51246e+07	1.52816e+07	4.47032e+07	2.08174e+07	2.13532e+07	2.0439e+07	2.96409e+07	3.07827e+06	7.25125e+06	5.83668e+06	9.68253e+06	5.0044e+06	8.70724e+06	3.17318e+06	1.95821e+06	1.78672e+06	3.38148e+06	4.67724e+06	7.53925e+06
O88622	PARG_MOUSE	Parg	Poly(ADP-ribose) glycohydrolase	12	12	3.65947e+06	1.76289e+06	2.94843e+06	2.49992e+06	2.03746e+06	1.19331e+06	2.91985e+06	8.48008e+06	522625	847371	790954	910723	442576	810638	433917	330000	729853	621193	1.07248e+06	1.1483e+06
O88623	UBP2_MOUSE	Usp2	Ubiquitin carboxyl-terminal hydrolase 2	2	2	36781.8	8664.91	11311.6		6279.17	6602.6	18315.4	11171.5	3007.98	2401.49	3352.74	5973.09		3425.82					3991.64	4931.66
O88630	GOSR1_MOUSE	Gosr1	Golgi SNAP receptor complex member 1	11	11	6.38303e+06	3.275e+06	4.68879e+06	3.60314e+06	4.84286e+06	3.7729e+06	3.80351e+06	1.8843e+06	606500	1.21323e+06	1.82117e+06	2.18537e+06	973951	1.17738e+06	713692	1.0123e+06	896624	850112	804353	1.00466e+06
O88643	PAK1_MOUSE	Pak1	Serine/threonine-protein kinase PAK 1	30	20	2.21143e+08	9.82644e+07	1.57572e+08	1.43315e+08	1.05203e+08	8.6457e+07	2.52918e+08	3.26461e+08	2.03702e+07	4.21255e+07	3.59773e+07	5.72186e+07	3.0047e+07	5.90971e+07	1.83488e+07	1.61224e+07	2.46843e+07	3.90171e+07	6.73548e+07	8.97022e+07
O88653	LTOR3_MOUSE	Lamtor3	Ragulator complex protein LAMTOR3	4	4	3.30236e+07	1.0232e+07	1.38391e+07	1.34586e+07	1.1209e+07	8.3393e+06	2.97067e+07	2.60487e+07	1.66409e+06	6.16525e+06	5.47262e+06	4.39949e+06	2.62896e+06	5.21372e+06	2.38859e+06	1.46142e+06	2.45656e+06	7.08391e+06	1.19803e+07	6.8342e+06
O88665	BRD7_MOUSE	Brd7	Bromodomain-containing protein 7	3	3	1.48312e+06	202751	214366	630952	351655	196633	484227	263310	115782	314072	97529.9	242582	169166					64514.6	164839	93531.5
O88668	CREG1_MOUSE	Creg1	Protein CREG1	2	2	91530.5	39887.1	26049.6	39855.7	20727.5	23860.9	71557.3	85297.3	20391.5											24679.6
O88673	DGKA_MOUSE	Dgka	Diacylglycerol kinase alpha	3	3	8.84382e+06	3.498e+06	425711	474165	479126	391045	3.18551e+06	2.25829e+06	601478				377517			215306	439552		433331	519532
O88685	PRS6A_MOUSE	Psmc3	26S proteasome regulatory subunit 6A	40	40	2.80196e+08	1.13004e+08	1.18885e+08	1.32966e+08	6.66187e+07	6.34817e+07	1.80473e+08	2.91008e+08	1.82677e+07	4.66325e+07	3.30685e+07	3.90667e+07	2.17702e+07	3.96283e+07	2.12341e+07	8.39038e+06	1.03645e+07	1.93084e+07	4.65948e+07	5.34582e+07
O88693	CEGT_MOUSE	Ugcg	Ceramide glucosyltransferase	3	3	114511	59715.3		50758.8	57774.5					32360.8	40788.2	45133.7								
O88696	CLPP_MOUSE	Clpp	ATP-dependent Clp protease proteolytic subunit, mitochondrial	11	11	5.92646e+07	2.2529e+07	1.56325e+07	3.28016e+07	1.82995e+07	1.41844e+07	2.53165e+07	4.94614e+07	3.10725e+06	5.60918e+06	6.26334e+06	8.2978e+06	5.01877e+06	8.5334e+06	4.03981e+06	1.30506e+06	2.29011e+06	2.35479e+06	3.83157e+06	4.83743e+06
O88697	STK16_MOUSE	Stk16	Serine/threonine-protein kinase 16	2	2	1.36248e+06	359937		763010	289090			316758												
O88703	HCN2_MOUSE	Hcn2	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	42	30	7.77451e+07	4.91969e+07	2.94391e+07	5.91519e+07	3.63024e+07	4.31895e+07	3.97041e+07	5.22811e+07	9.27049e+06	1.35377e+07	1.12019e+07	2.38149e+07	1.54012e+07	1.90619e+07	6.19137e+06	7.06798e+06	8.6256e+06	1.03133e+07	9.37138e+06	1.94438e+07
O88704	HCN1_MOUSE	Hcn1	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	30	28	3.54539e+07	2.19333e+07	1.90793e+07	2.40969e+07	1.50025e+07	1.36276e+07	2.62316e+07	5.09963e+07	4.0564e+06	6.54964e+06	6.62551e+06	8.68475e+06	5.26485e+06	6.43349e+06	3.64188e+06	2.39785e+06	4.41474e+06	5.5843e+06	7.83511e+06	9.59884e+06
O88705	HCN3_MOUSE	Hcn3	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	19	19	4.23524e+06	2.33954e+06	1.6305e+06	2.23742e+06	2.94822e+06	3.04504e+06	2.07771e+06	1.88265e+06	516950	764624	1.00857e+06	1.31629e+06	730508	1.32603e+06	223925	324093	378040	274650	388451	717005
O88708	ORC4_MOUSE	Orc4	Origin recognition complex subunit 4	2	2	444170	42277.2		79898.6						60528.3										
O88712	CTBP1_MOUSE	Ctbp1	C-terminal-binding protein 1	29	19	1.21711e+08	5.31143e+07	5.95325e+07	7.4386e+07	4.28471e+07	3.16921e+07	1.09072e+08	1.48627e+08	1.32575e+07	2.34964e+07	1.876e+07	2.41084e+07	1.50188e+07	2.84485e+07	1.14845e+07	8.12118e+06	1.42266e+07	2.52842e+07	4.97323e+07	3.32064e+07
O88735	MAP7_MOUSE	Map7	Ensconsin	45	45	1.99183e+08	9.99037e+07	1.7247e+08	1.56428e+08	2.18154e+08	2.11987e+08	1.49641e+08	1.42365e+08	2.98006e+07	3.55117e+07	4.82463e+07	6.32033e+07	3.01696e+07	3.43356e+07	3.47123e+07	3.04152e+07	4.84442e+07	3.53013e+07	4.36854e+07	2.71251e+07
O88736	DHB7_MOUSE	Hsd17b7	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7	7	7	1.18126e+07	2.91692e+06	1.73627e+06	5.12956e+06	2.6508e+06	1.86582e+06	3.58508e+06	3.0452e+06	789839	1.72993e+06	1.65472e+06	1.25308e+06	661592	1.959e+06		172757	98047.6	468268	308278	762331
O88737	BSN_MOUSE	Bsn	Protein bassoon	276	275	3.15893e+08	1.6654e+08	2.0081e+08	2.80064e+08	2.08682e+08	2.10233e+08	2.77213e+08	3.83613e+08	4.40171e+07	5.82216e+07	6.90927e+07	9.87099e+07	5.19102e+07	8.16202e+07	4.12391e+07	3.96293e+07	5.96699e+07	4.68606e+07	7.52073e+07	1.07068e+08
O88738	BIRC6_MOUSE	Birc6	Baculoviral IAP repeat-containing protein 6	64	64	5.09772e+07	3.08214e+07	9.24299e+06	1.78072e+07	8.88007e+06	1.3435e+07	1.70126e+07	1.97906e+07	4.50189e+06	5.75856e+06	5.6637e+06	1.13091e+07	7.05465e+06	9.06506e+06	4.39758e+06	4.55884e+06	3.4694e+06	3.55575e+06	4.72489e+06	6.11369e+06
O88741	GDAP1_MOUSE	Gdap1	Ganglioside-induced differentiation-associated protein 1	13	13	1.69252e+08	9.36315e+07	1.33105e+08	1.06738e+08	8.25963e+07	7.80441e+07	1.14022e+08	1.11644e+08	3.54797e+07	3.88368e+07	5.20651e+07	6.27514e+07	3.01439e+07	3.53289e+07	3.18798e+07	1.08168e+07	1.26232e+07	2.28236e+07	3.48463e+07	2.83126e+07
O88745	SCRG1_MOUSE	Scrg1	Scrapie-responsive protein 1	6	6	2.6267e+07	9.96472e+06	1.75599e+07	1.39822e+07	1.37539e+07	1.16299e+07	1.39188e+07	1.96122e+07	1.03105e+06	6.09929e+06	3.83893e+06	6.69858e+06	2.57697e+06	6.07356e+06	2.15854e+06	804494	3.97026e+06	2.98278e+06	8.14514e+06	4.0953e+06
O88746	TOM1_MOUSE	Tom1	Target of Myb protein 1	17	17	1.55733e+07	1.05408e+07	3.18044e+06	1.63105e+07	4.46796e+06	6.14299e+06	4.0363e+06	9.53862e+06	2.72101e+06	1.57977e+06	1.8395e+06	3.1742e+06	1.6517e+06	5.77114e+06	585713		1.09645e+06	1.03161e+06	1.24522e+06	2.27344e+06
O88792	JAM1_MOUSE	F11r	Junctional adhesion molecule A	4	4	4.16525e+06	2.51934e+06	849186	3.21683e+06	1.46018e+06	1.71908e+06	2.42704e+06	3.89285e+06	671658	715015	955363	1.1791e+06	726918	1.44262e+06			129831	101779		755188
O88796	RPP30_MOUSE	Rpp30	Ribonuclease P protein subunit p30	7	7	5.10182e+06	1.74154e+06	1.62525e+06	2.91762e+06	2.31274e+06	2.06425e+06	2.08102e+06	1.60622e+06	1.28445e+06	1.16551e+06	1.76558e+06	1.79783e+06	1.0156e+06	1.73933e+06	1.09363e+06	595131	1.01967e+06	952667	1.01238e+06	518697
O88809	DCX_MOUSE	Dcx	Neuronal migration protein doublecortin	9	9	6.32383e+06	2.42513e+06	3.53085e+06	4.48172e+06	4.38382e+06	3.77678e+06	2.88072e+06	3.03822e+06	1.19893e+06	1.40181e+06	1.96502e+06	1.81497e+06	553530	1.65978e+06	314575	419954	839114	460378	1.1257e+06	646756
O88811	STAM2_MOUSE	Stam2	Signal transducing adapter molecule 2	10	10	2.05823e+06	1.05419e+06	1.72128e+06	1.37763e+06	566827	697512	2.38682e+06	7.21891e+06	247498	276351	261129	408841	161257	293463	588596	133271	360966	206595	497413	757553
O88819	FUT9_MOUSE	Fut9	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9	9	9	738540	175172	153558	258650	186727	232186	379437	166227	18070.6	58065.5	38819.8	56028.7	19713.1	45174.7		9494.87		47271.7	101814	41876.8
O88822	SC5D_MOUSE	Sc5d	Lathosterol oxidase	3	3	1.20032e+06	1.7946e+06	1.7635e+06	1.27018e+06	1.63469e+06	1.05139e+06	1.84062e+06	3.13999e+06	176952	358913	552411	1.10633e+06	175016	468911	288326	210287	521353	490913	796880	631992
O88824	JTB_MOUSE	Jtb	Protein JTB	1	1	30433.8	20617.3	8267.55	4499.7	7611.68		22306.4	29597.1		12559.8		4884.46		7508.81						
O88829	SIAT9_MOUSE	St3gal5	Lactosylceramide alpha-2,3-sialyltransferase	5	5	827262	419504	246871	562533	244681	160165	441591	380775	90386.6	181044	213465	284243		215583					113843	93473.9
O88834	SHD_MOUSE	Shd	SH2 domain-containing adapter protein D	8	8	826565	581527	436754	845987	446182	355289	487046	1.1638e+06	302332	381125		475788	385245							380558
O88839	ADA15_MOUSE	Adam15	Disintegrin and metalloproteinase domain-containing protein 15	8	8	2.86752e+06	1.387e+06	479475	1.51398e+06	1.49347e+06	774158	1.39097e+06	1.67543e+06	338874	463201	486844	455607	421844	644029		164954	136262	152511	305996	146430
O88842	FGD3_MOUSE	Fgd3	FYVE, RhoGEF and PH domain-containing protein 3	3	3	64734.1		52787.1	12971.5			86577.4	153586						17955.8						37209
O88843	CRADD_MOUSE	Cradd	Death domain-containing protein CRADD	2	2	1.75541e+06	352127	392970	546127	360010		1.03946e+06	761451	39877	488920	369349	509060	268947	98356.1			170259	179821	388511	332141
O88844	IDHC_MOUSE	Idh1	Isocitrate dehydrogenase [NADP] cytoplasmic	42	39	2.87472e+08	1.16687e+08	1.27507e+08	1.40492e+08	1.15448e+08	8.35138e+07	1.22314e+08	1.27949e+08	2.75516e+07	5.40868e+07	5.23683e+07	5.25521e+07	2.52594e+07	4.58259e+07	1.18907e+07	1.24376e+07	1.86785e+07	2.63087e+07	4.71662e+07	2.87321e+07
O88845	AKA10_MOUSE	Akap10	A-kinase anchor protein 10, mitochondrial	21	21	1.38094e+07	6.23864e+06	5.60544e+06	7.5147e+06	4.80649e+06	5.08447e+06	7.45989e+06	7.98776e+06	1.22688e+06	1.72389e+06	1.5723e+06	2.43915e+06	1.55425e+06	2.85922e+06	1.27382e+06	408542	566690	1.12103e+06	1.47265e+06	1.82169e+06
O88848	ARL6_MOUSE	Arl6	ADP-ribosylation factor-like protein 6	7	7	8.62523e+06	2.15844e+06	4.47716e+06	3.39353e+06	3.10704e+06	1.48363e+06	5.35685e+06	2.86833e+06	734522	1.4429e+06	1.7044e+06	1.45043e+06	449519	939422	894807	453630	1.20815e+06	1.80867e+06	3.29224e+06	860289
O88851	RBBP9_MOUSE	Rbbp9	Putative hydrolase RBBP9	14	14	9.93605e+07	3.22993e+07	6.04702e+07	5.25331e+07	3.69869e+07	2.6971e+07	7.75266e+07	1.4226e+08	4.49653e+06	1.09333e+07	8.35249e+06	1.07689e+07	6.75034e+06	1.32959e+07	3.31256e+06	2.61136e+06	6.10064e+06	1.09676e+07	2.25788e+07	1.67865e+07
O88852	TSYL1_MOUSE	Tspyl1	Testis-specific Y-encoded-like protein 1	6	6	1.86261e+07	9.7274e+06	1.55256e+07	1.39663e+07	1.46825e+07	1.18591e+07	2.21922e+07	2.72781e+07	2.22919e+06	2.17035e+06	3.85201e+06	3.66887e+06	2.06721e+06	3.04331e+06	2.06077e+06	1.98155e+06	3.81254e+06	2.89809e+06	6.58799e+06	4.82065e+06
O88856	TPST2_MOUSE	Tpst2	Protein-tyrosine sulfotransferase 2	2	2	86294.4	59103.5	26918.7	77599.6	62040.2	45808.5	43424.6	48443.1		7771.12	7612.4	6949.71								
O88866	HUNK_MOUSE	Hunk	Hormonally up-regulated neu tumor-associated kinase	8	8	168817	97766.8	145622	125185	157238	156771	86332.1	66921.6	36788.8	49064.4	58854.3	54454.3	48642.7	32804		27500.4	48839.7	45090.6	30308.3	36350.3
O88874	CCNK_MOUSE	Ccnk	Cyclin-K	5	5	1.0841e+06	558477	554678	535365	501787	343457	860808	1.33183e+06	309621	511254	269447	355180	337148	264694	114882	95557.5	292799	177518	418028	586078
O88876	DHRS3_MOUSE	Dhrs3	Short-chain dehydrogenase/reductase 3	3	3	145704	44783.3	50235.1	90265.3	47918.8	60961	34674.9		15727.6	17264.5	29962.2	22601.2	13221.8	26891.1				16910.6	16264.1	
O88878	ZFAN5_MOUSE	Zfand5	AN1-type zinc finger protein 5	14	13	5.24706e+06	3.18938e+06	3.92634e+06	3.92761e+06	3.63561e+06	2.34047e+06	4.95302e+06	6.63755e+06	749811	916374	1.21733e+06	1.56831e+06	607647	1.04799e+06	599921	417529	710144	775132	865244	879936
O88888	APBA3_MOUSE	Apba3	Amyloid-beta A4 precursor protein-binding family A member 3	3	3	215164	32062.1	35341.5	86067.3		51713.6	45928.2	78786.4	26218.6	47202.3	35196.6		22131.5	45735.2	29164.8		7203.24			
O88895	HDAC3_MOUSE	Hdac3	Histone deacetylase 3	1	1	852887	361389	136668	715238	232568	226177	367676	394904												
O88907	PIAS1_MOUSE	Pias1	E3 SUMO-protein ligase PIAS1	6	6	108862	93268	58241.5	54622.3	57659.6	29630	51428	30447.3		26697.8	29823.3	33627.4		15093.8				19232.9	24700.2	28629.4
O88909	S22A8_MOUSE	Slc22a8	Solute carrier family 22 member 8	2	2	4.62839e+06	2.62627e+06	4.27892e+06		2.28035e+06	1.63873e+06	5.90465e+06	7.46567e+06	583319	611171	1.04883e+06	1.32878e+06	804315	708935		189245	198475	511551	1.33556e+06	1.1211e+06
O88910	MPP3_MOUSE	Mpp3	MAGUK p55 subfamily member 3	31	31	2.60461e+07	1.37909e+07	6.92263e+06	1.29654e+07	7.59341e+06	7.56946e+06	1.13985e+07	8.86802e+06	2.1154e+06	4.1735e+06	3.41277e+06	5.26437e+06	2.73136e+06	5.03622e+06	2.0678e+06	1.196e+06	2.14803e+06	4.08922e+06	4.27353e+06	3.80374e+06
O88935	SYN1_MOUSE	Syn1	Synapsin-1	67	62	2.89816e+09	1.49628e+09	1.64929e+09	1.58628e+09	1.54719e+09	1.38497e+09	1.99048e+09	2.29461e+09	3.45742e+08	6.17705e+08	6.99151e+08	8.77548e+08	4.13335e+08	6.27944e+08	3.74175e+08	3.38885e+08	4.35308e+08	5.54395e+08	6.16401e+08	7.63752e+08
O88939	ZBT7A_MOUSE	Zbtb7a	Zinc finger and BTB domain-containing protein 7A	6	6	78865.9	76802.7	45764.8	73987.1	47349.8	37296.5	66549.8	65806.7	13865.4	20521.9	34746.4	31013.6	15631.2	16659.7			8661.15	22048.5		23296.2
O88942	NFAC1_MOUSE	Nfatc1	Nuclear factor of activated T-cells, cytoplasmic 1	2	2	34340.2		112281	32064.5			231556	373402				27882.9							80454.8	
O88947	FA10_MOUSE	F10	Coagulation factor X	2	2	130182	37546.2		91055.6																
O88951	LIN7B_MOUSE	Lin7b	Protein lin-7 homolog B	10	10	1.54922e+07	1.61443e+07	1.68815e+07	1.38508e+07	1.4086e+07	9.13159e+06	2.25807e+07	2.33464e+07	3.89385e+06	5.94651e+06	5.40693e+06	8.44382e+06	4.71573e+06	6.92448e+06	3.29313e+06	2.77101e+06	4.21432e+06	6.1559e+06	8.907e+06	6.40338e+06
O88952	LIN7C_MOUSE	Lin7c	Protein lin-7 homolog C	10	10	7.07039e+07	2.59392e+07	5.26733e+07	4.73185e+07	3.18111e+07	3.6389e+07	4.89349e+07	8.9707e+07	4.7888e+06	1.06049e+07	6.12106e+06	1.29686e+07	5.24649e+06	1.32007e+07	3.20103e+06	4.46642e+06	6.73047e+06	5.6186e+06	9.81447e+06	1.08223e+07
O88958	GNPI1_MOUSE	Gnpda1	Glucosamine-6-phosphate isomerase 1	7	7	1.24985e+07	3.0239e+06	1.46239e+06	5.5487e+06	2.30628e+06	1.73449e+06	4.57543e+06	4.67417e+06	470794	1.34954e+06	1.20777e+06	861364	614940	1.27877e+06	288502	118088	371226	633606	862435	637548
O88967	YMEL1_MOUSE	Yme1l1	ATP-dependent zinc metalloprotease YME1L1	24	24	2.35808e+07	1.03075e+07	1.23937e+07	1.68591e+07	1.58329e+07	1.01624e+07	1.35315e+07	1.20723e+07	4.83773e+06	4.96219e+06	7.07954e+06	6.67786e+06	2.8875e+06	4.87454e+06	1.81512e+06	2.30591e+06	1.9239e+06	2.38816e+06	2.53222e+06	2.78121e+06
O88974	SETB1_MOUSE	Setdb1	Histone-lysine N-methyltransferase SETDB1	10	10	970923	722148	273951	567955	418237	394983	553171	397613	151748	241188	233550	342417	227640	367620					125380	
O88983	STX8_MOUSE	Stx8	Syntaxin-8	7	7	1.04936e+06	722343	159887	298325	119963	204078	343044	528328	97568.1	55194.8		159172	144498	181852	313270					106321
O88986	KBL_MOUSE	Gcat	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	13	13	1.08266e+07	3.50085e+06	3.2635e+06	5.2826e+06	3.03276e+06	2.28563e+06	4.11386e+06	3.2998e+06	1.19509e+06	2.31863e+06	2.43427e+06	1.90994e+06	1.26588e+06	1.67807e+06	841519	476338	443941	887878	1.76272e+06	895882
O88998	NOE1_MOUSE	Olfm1	Noelin	15	14	6.97486e+07	3.41479e+07	3.7505e+07	4.2972e+07	2.61204e+07	2.18412e+07	4.57258e+07	6.71067e+07	4.80194e+06	6.26798e+06	7.6442e+06	1.16335e+07	4.36339e+06	8.54264e+06	3.57749e+06	2.40151e+06	4.75684e+06	4.08403e+06	9.28283e+06	7.14672e+06
O89001	CBPD_MOUSE	Cpd	Carboxypeptidase D	24	24	7.28511e+06	2.56231e+06	2.1067e+06	5.69953e+06	2.23778e+06	1.51746e+06	4.29518e+06	6.15167e+06	804781	819920	722864	1.27478e+06	634855	1.70905e+06	166340	192454	331100	367336	726580	885351
O89017	LGMN_MOUSE	Lgmn	Legumain	4	4	2.9632e+06	1.61271e+06	1.29093e+06	1.82158e+06	1.56457e+06	1.22949e+06	2.78932e+06	3.60223e+06	402940		378740	432811	347460	939711	301437			453721	908969	600655
O89020	AFAM_MOUSE	Afm	Afamin	2	2	597584	66579.1	60240.5	241012	54322.6	29951.8	66306.4	441571	35267.2	39607.7	100595	34718.5		51921.5					59110.6	51359.9
O89023	TPP1_MOUSE	Tpp1	Tripeptidyl-peptidase 1	6	6	2.52877e+07	1.85412e+07	7.38911e+06	1.87609e+07	1.08225e+07	8.54655e+06	2.52147e+07	2.42226e+07	2.79839e+06	5.79763e+06	4.81176e+06	7.73327e+06	3.60152e+06	1.05852e+07	1.20967e+06	1.49775e+06	2.15758e+06	5.10879e+06	1.00046e+07	9.34539e+06
O89026	ROBO1_MOUSE	Robo1	Roundabout homolog 1	25	25	1.00472e+07	3.30537e+06	4.68536e+06	7.04549e+06	3.84371e+06	3.69101e+06	7.73144e+06	1.40449e+07	1.14662e+06	1.94287e+06	1.71559e+06	1.80926e+06	1.19433e+06	2.68384e+06	896532	618100	997252	1.00578e+06	2.01947e+06	1.77958e+06
O89029	MATN4_MOUSE	Matn4	Matrilin-4	6	6	209561	178921	67226.8	133334	59156.4	68406	81653.8	143697	61948	43188.4	31467.7	82608.8	35874.7	66718.9						
O89032	SPD2A_MOUSE	Sh3pxd2a	SH3 and PX domain-containing protein 2A	36	32	6.38723e+06	2.93734e+06	4.22373e+06	4.50916e+06	4.80353e+06	4.03825e+06	4.88047e+06	6.17371e+06	997178	1.24101e+06	1.41234e+06	2.08371e+06	1.12189e+06	1.67128e+06	874754	741806	692202	829782	1.47827e+06	1.38358e+06
O89050	MKLN1_MOUSE	Mkln1	Muskelin	12	12	1.40325e+06	562493	493489	672117	443687	311172	1.03166e+06	1.52572e+06		258539	291711	335133	130668	222976		40909.7	149993	174184	338409	416462
O89051	ITM2B_MOUSE	Itm2b	Integral membrane protein 2B	6	6	9.01354e+07	2.80209e+07	6.35648e+07	6.86365e+07	4.64493e+07	4.23392e+07	1.00979e+08	1.19187e+08	7.90475e+06	1.97372e+07	1.61389e+07	2.57347e+07	1.44286e+07	2.35833e+07	1.12073e+07	6.89771e+06	1.48286e+07	1.93252e+07	2.9144e+07	2.61724e+07
O89053	COR1A_MOUSE	Coro1a	Coronin-1A	35	33	1.26336e+08	9.09027e+07	1.39385e+08	8.05323e+07	7.2427e+07	6.82646e+07	1.84283e+08	2.64805e+08	1.25635e+07	2.52903e+07	2.96903e+07	3.52631e+07	1.37291e+07	2.53019e+07	2.32169e+07	1.73254e+07	2.81898e+07	3.44619e+07	7.81111e+07	5.42655e+07
O89079	COPE_MOUSE	Cope	Coatomer subunit epsilon	6	6	1.00784e+07	2.87778e+06	1.81886e+07	6.19391e+06	6.35191e+06	4.42065e+06	2.89372e+07	7.80343e+07	1.83814e+06	1.62613e+06	1.78872e+06	3.07741e+06	1.13504e+06	2.0706e+06	3.62745e+06	3.9458e+06	4.48854e+06	5.69711e+06	1.06961e+07	1.04564e+07
O89084	PDE4A_MOUSE	Pde4a	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	29	25	2.68346e+07	1.0929e+07	5.97103e+06	1.3374e+07	6.98002e+06	7.66728e+06	1.15493e+07	1.48137e+07	1.91482e+06	2.65728e+06	2.47723e+06	3.92061e+06	2.40036e+06	5.4693e+06	1.85479e+06	1.60469e+06	1.60566e+06	2.12854e+06	2.23134e+06	4.66207e+06
O89086	RBM3_MOUSE	Rbm3	RNA-binding protein 3	12	12	1.47297e+08	8.38467e+07	8.62731e+07	1.09338e+08	9.07904e+07	9.94426e+07	7.43454e+07	1.06077e+08	2.12686e+07	7.53141e+06	2.2524e+07	4.43264e+07	2.85901e+07	3.7535e+07	9.2638e+06	9.19143e+06	1.3933e+07	1.26134e+07	1.62961e+07	1.71795e+07
O89090	SP1_MOUSE	Sp1	Transcription factor Sp1	3	3	282085	118633	158453	242792	137825	190914	222137	335203	29691.6	48687.6	55285.9	91485.5	91173.8	75154.8	29390.4	20986.5		30749.2	78869.6	93893.3
O89103	C1QR1_MOUSE	Cd93	Complement component C1q receptor	5	5	495968	268391	240362	144284	133039	222758	192112	455432												
O89106	FHIT_MOUSE	Fhit	Bis(5'-adenosyl)-triphosphatase	5	5	3.32943e+06	1.46018e+06	5.40516e+06	1.65601e+06	2.1845e+06	1.21231e+06	4.98843e+06	9.64805e+06		1.03506e+06	1.22008e+06	1.56167e+06	441016	701792	878289	491929	1.95729e+06	2.34774e+06	5.23391e+06	1.6862e+06
O89110	CASP8_MOUSE	Casp8	Caspase-8	4	4	145075	91009.1	62809.3	145649	61846	37319.5	135550	180655				31969								
O89112	LANC1_MOUSE	Lancl1	Glutathione S-transferase LANCL1	17	17	4.25366e+08	1.38189e+08	1.92586e+08	2.06107e+08	1.22411e+08	1.11115e+08	2.11802e+08	2.04992e+08	3.87744e+07	7.44473e+07	6.15999e+07	6.61776e+07	3.05712e+07	6.71463e+07	2.6309e+07	1.6569e+07	2.79812e+07	3.38856e+07	4.53313e+07	4.76031e+07
O89114	DNJB5_MOUSE	Dnajb5	DnaJ homolog subfamily B member 5	20	20	1.87032e+07	9.06991e+06	1.21913e+07	1.11555e+07	1.39505e+07	9.28042e+06	1.42557e+07	7.28091e+06	2.36434e+06	3.62629e+06	5.06661e+06	5.49244e+06	1.74431e+06	4.4894e+06	1.81757e+06	1.68263e+06	2.4946e+06	2.77802e+06	3.92825e+06	3.71469e+06
